,goldTotal,goldDiff,champKills,killDiff,towerKills,towerDiff,inhibKills,inhibDiff,dragonKills,dragonDiff,baronKills,baronDiff,riftKills,firstBlood,firstTower,firstInhib,firstDragon,firstBaron,firstRift,time
0,0.2757886293,0.424685465401,0.0687411344961,0.174399615875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563851549275,0.0,0.0,0.0,0.0,0.0,1
1,0.350883925626,0.519064531785,0.0308709149921,0.0839182287082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152623988882,0.0,0.0,0.0,0.0,0.0,2
2,0.2928118048,0.543990116499,0.0420788316501,0.0755987261723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455205208784,0.0,0.0,0.0,0.0,0.0,3
3,0.191374948095,0.350693341955,0.0598064318193,0.0963023909358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518228871951,0.0,0.0,0.0,0.0,0.0,4
4,0.165749194353,0.341154345911,0.0335452318791,0.163145653845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046405574012,0.0,0.0,0.0,0.0,0.0,5
5,0.239172917191,0.414706669841,0.0588888054143,0.175898609956,0.0,0.0,0.0,0.0,0.0102096672987,0.0201399112457,0.0,0.0,0.0,0.0408553417204,0.0,0.0,0.000128077332634,0.0,0.0,6
6,0.17177886999,0.431975711717,0.0744363020996,0.220027392599,1.92963614271e-07,0.00035872732219,0.0,0.0,0.000547468317844,0.00289012669715,0.0,0.0,0.0,0.0274457515053,9.12259452661e-05,0.0,0.0104482308437,0.0,0.0,7
7,0.173224145322,0.49485565906,0.061051387694,0.215423909377,0.00962821758875,0.00399604085346,0.0,0.0,0.00200859500822,0.00346192456644,0.0,0.0,0.0,0.0223688412557,0.00209589405238,0.0,0.00188538522215,0.0,0.0,8
8,0.184423287226,0.482143033301,0.0513947440489,0.205006013592,0.00133093877315,0.00684480202845,0.0,0.0,0.0045812953685,0.0165814212762,0.0,0.0,0.0,0.016190081408,0.00906533299198,0.0,0.00243904998577,0.0,0.0,9
9,0.158736341395,0.469766593624,0.0576482381868,0.234084353226,0.00517729748137,0.016880793512,0.0,0.0,0.00528093090047,0.0104488153763,0.0,0.0,0.0,0.0204803726826,0.00569296898076,0.0,0.00580329463415,0.0,0.0,10
10,0.12084600884,0.517281703418,0.0579041337076,0.20438874955,0.00752893487996,0.0304475113721,0.0,0.0,0.0043314705868,0.0168696477308,0.0,0.0,0.0,0.00807683798972,0.0143481859874,0.0,0.00783655046342,0.0,0.000140265474643,11
11,0.140245243515,0.442503672805,0.0541317518557,0.235308355178,0.0105024865446,0.0472502482608,0.0,0.0,0.0116670605527,0.0208221410146,0.0,0.0,4.43604996857e-05,0.00765506039034,0.021055780342,0.0,0.0086966996986,0.0,0.000117139342582,12
12,0.144067935179,0.418687289598,0.0561275637516,0.219375831653,0.0224350370085,0.0614136530673,0.0,0.0,0.00946283041348,0.0315875032562,0.0,0.0,1.50649356929e-05,0.00576536976546,0.0220462813896,0.0,0.00890133142657,0.0,0.000114308555138,13
13,0.117485983889,0.408756873925,0.037197862749,0.236795157546,0.0260773440066,0.0823804856561,0.0,0.0,0.0144392376651,0.0183766345349,0.0,0.0,2.86401069516e-05,0.00542785810517,0.0343634996623,0.0,0.0183373122364,0.0,0.000333109917871,14
14,0.1213450353,0.409380205246,0.0426747107461,0.201120109636,0.0301253608404,0.0918978216962,0.0,0.0,0.01442305714,0.0323616761583,0.0,0.0,1.68209582904e-05,0.00460966779085,0.0341299305606,0.0,0.0174809459327,0.0,0.000434657994943,15
15,0.133661242126,0.368725729933,0.0328118628448,0.2185891152,0.0283543322424,0.110918324578,0.0,0.0,0.0153095324848,0.028154921102,0.0,0.0,3.18491451476e-05,0.00442163281733,0.0437186565005,0.0,0.0148201191085,0.0,0.000482681916921,16
16,0.105343470521,0.344978423488,0.0444139909403,0.23793950083,0.0306557525017,0.126761413683,3.83389505357e-06,0.000127133399581,0.0159359506295,0.0249380610742,0.0,0.0,4.18415517343e-08,0.00402339990083,0.0506307819536,1.6495327566e-05,0.0138545415796,0.0,0.000377208434281,17
17,0.114343691888,0.340162046913,0.0294778776698,0.199938955659,0.0347573548234,0.165503003072,7.36784443663e-05,0.000375380187108,0.0216480888316,0.0353908867883,0.0,0.0,7.54999914759e-06,0.00321767632317,0.0433946934182,0.000144827449459,0.010307132237,0.0,0.0012571562971,18
18,0.138066939285,0.346897443468,0.0166196519988,0.202163217445,0.0474289673909,0.144061883267,0.000313941333989,0.000468399127207,0.0207432573489,0.0274578702315,0.0,0.0,4.17123024781e-05,0.00382337852088,0.0359266494005,0.000227674920685,0.0150107236144,0.0,0.000748290345132,19
19,0.109897647073,0.339672055692,0.0195138675791,0.187283503547,0.0745371822548,0.140817050952,0.000901550665483,0.00272010601722,0.0266026689984,0.030261179184,0.0,0.0,2.74444329215e-06,0.00218185684484,0.0528952111516,0.000381246241287,0.010978221777,0.0,0.00135390757897,20
20,0.124390231417,0.334209121576,0.0154458638833,0.18011483548,0.0625257437471,0.163664343286,0.0019215148627,0.00165961499198,0.0225027522952,0.034427173579,0.0,0.0,0.0,0.00227265713114,0.0491249354289,0.00147917776285,0.00601160142865,0.0,0.000250433130011,21
21,0.0953347473429,0.39450186817,0.0174421375121,0.209156997355,0.0545255045798,0.123710662273,0.000800867407775,0.00319758789589,0.0321782836901,0.0321759722611,0.0,4.62132565787e-05,0.0,0.00245725458835,0.0237757757822,0.00140212909218,0.00885613210189,1.10918830873e-06,0.000436757502267,22
22,0.0924227238833,0.357339157243,0.0214210174882,0.179335236038,0.0501743715131,0.194864175964,0.00213861459394,0.00324523823953,0.0275217802866,0.0469991207554,5.83888176579e-05,8.41609672042e-05,0.0,0.00237923815944,0.0125167375162,0.0010077605004,0.00797574408351,1.48811419234e-05,0.000501652807888,23
23,0.0914238288875,0.332496960928,0.0268281697075,0.203910998707,0.0492861929237,0.162772722632,0.00166742060012,0.00736935083354,0.0342257026862,0.0569434090139,0.000119248604749,0.000343080962776,0.0,0.00246452470447,0.0146685349367,0.00615911767825,0.0088479193648,9.19457445552e-05,0.000380871084164,24
24,0.0952708003449,0.359986821973,0.018965016202,0.173142250387,0.0519103319434,0.187771269136,0.00147781698622,0.00794303478928,0.0273782663265,0.0546782063411,0.000309732646144,0.00123860979314,0.0,0.0023796130238,0.00788470297758,0.00675114282245,0.00246637930885,0.000248003626547,0.000198001372021,25
25,0.0677865497328,0.368538795979,0.016005856146,0.200930482391,0.0788718746735,0.160408973051,0.00180124624004,0.018345249337,0.0242168831113,0.0404656212635,0.000346670849184,0.0018148084748,0.0,0.00245534401483,0.00986267804516,0.00346805500497,0.00326340156877,0.00123656142531,0.000180948692234,26
